First Subhalo ID,Group Mass,First Subhalo Mass,Second Subhalo Mass,First Subhalo x,First Subhalo y,First Subhalo z,Second Subhalo x,Second Subhalo y,Second Subhalo z,First Subhalo Vel v_x,First Subhalo v_y,First Subhalo v_z,Second Subhalo v_x,Second Subhalo v_y,Second Subhalo v_z
600154,109.08920114690608,102.09334980357778,0.9047521955587647,9890.8388671875,74435.9609375,38492.328125,9868.7958984375,74601.6953125,38628.921875,-146.08529663085938,121.27987670898438,-17.466806411743164,-90.51161193847656,42.11366271972656,29.970495223999023
600204,112.0854832909324,98.47359223799272,4.350030286745592,20809.162109375,55381.96484375,40051.05859375,20890.279296875,55458.8671875,40017.484375,29.868568420410156,-248.728515625,204.8452606201172,162.193603515625,-300.83758544921875,228.5966339111328
600242,109.82021418484776,99.47836399078369,1.5568054196509449,2866.86328125,32088.7734375,26224.32421875,2865.745361328125,31969.154296875,26353.40625,84.81883239746094,-130.38902282714844,-260.828857421875,103.48973846435547,-221.7324676513672,-294.31915283203125
600368,112.60893128134988,104.8925898291848,0.3429484468969432,52108.45703125,35453.71484375,26456.560546875,52070.953125,35396.43359375,26483.578125,-5.933719158172607,-1.7867461442947388,-42.723045349121094,-29.96219825744629,184.78294372558594,-98.3140640258789
600391,109.79765111749823,97.78919003226541,2.8601600365205244,51103.171875,70665.4765625,11871.1611328125,51161.56640625,70731.0625,11777.5625,-80.63497924804688,-203.7685089111328,96.64459228515625,-213.18154907226562,-186.26852416992188,84.83519744873047
600440,109.41034013574775,89.84798192977905,7.445591417225925,34089.7734375,16104.8251953125,53103.671875,34066.52734375,16140.115234375,53163.97265625,-70.4430160522461,23.872547149658203,-72.81896209716797,-201.97625732421875,47.16004180908203,-165.5780487060547
600482,107.4346195567738,99.15572946721858,1.8283064392479984,50496.46484375,65227.84375,17518.80859375,50415.28515625,65202.44140625,17399.876953125,34.21673583984375,220.7997589111328,190.2439727783203,157.3317108154297,165.93267822265625,336.3715515136719
600541,100.33648664301093,92.09594943306664,5.442050370303067,13361.130859375,69691.96875,552.3688354492188,13366.9638671875,69957.625,571.2413330078125,259.46051025390625,-234.9957275390625,128.7533721923828,211.48162841796875,-330.4677734375,74.14777374267578
600598,103.69076512076639,95.53069418126887,2.585650845007463,17934.017578125,745.7969970703125,15172.8154296875,17776.630859375,511.83453369140625,15045.0615234375,-58.25882339477539,274.2607116699219,-176.001220703125,-87.79542541503906,315.2624816894531,-281.862548828125
600652,94.53043070706455,88.96955576809971,5.595474757931449,27512.896484375,71957.4765625,59947.65234375,27385.544921875,72014.546875,60163.75,53.38789749145508,-51.89804458618164,65.58734130859375,56.46210479736328,-167.87086486816406,35.82699966430664
600717,110.89494011618875,101.32773356004195,1.8237939273769206,10231.0751953125,48839.2421875,3772.810302734375,10262.7900390625,48759.01953125,3721.78369140625,28.446659088134766,-93.79110717773438,-235.8708038330078,70.39555358886719,-31.937747955322266,-90.2261962890625
600764,94.66355497186835,90.70761095393789,6.349058991128748,54965.4296875,40201.43359375,53315.09375,54888.625,40117.21484375,53477.6640625,-25.786779403686523,170.60360717773438,71.72637176513672,34.75238037109375,111.86705017089844,87.77178955078125
600820,104.8737872730602,97.79596328735352,1.5620701014995575,1716.494140625,47842.4609375,6343.63671875,1892.25927734375,47768.83984375,6094.50732421875,118.86392211914062,-126.97819519042969,-135.12069702148438,132.0582275390625,-162.6118927001953,-68.97711944580078
600887,107.9445318742232,103.55689308860086,0.5821098827502944,46129.45703125,1932.7818603515625,17549.521484375,46074.375,2039.8304443359375,17612.3359375,76.1350326538086,-46.057621002197266,77.7262954711914,33.83291244506836,-176.7259063720703,193.25494384765625
600922,94.89293531938033,90.81215208226985,10.396001013842497,14045.173828125,11624.0908203125,59768.72265625,13856.72265625,11739.4033203125,59835.5859375,78.66853332519531,295.5455017089844,30.54030418395996,175.17689514160156,222.11805725097656,92.06327056884766
